"Date","ADJRESNS"
1918-01-01,1.406
1918-02-01,1.284
1918-03-01,1.297
1918-04-01,1.314
1918-05-01,1.264
1918-06-01,1.25
1918-07-01,1.155
1918-08-01,1.135
1918-09-01,1.225
1918-10-01,1.329
1918-11-01,1.359
1918-12-01,1.427
1919-01-01,1.418
1919-02-01,1.359
1919-03-01,1.376
1919-04-01,1.384
1919-05-01,1.402
1919-06-01,1.408
1919-07-01,1.383
1919-08-01,1.399
1919-09-01,1.437
1919-10-01,1.491
1919-11-01,1.536
1919-12-01,1.552
1920-01-01,1.547
1920-02-01,1.487
1920-03-01,1.524
1920-04-01,1.481
1920-05-01,1.496
1920-06-01,1.486
1920-07-01,1.473
1920-08-01,1.43
1920-09-01,1.461
1920-10-01,1.485
1920-11-01,1.53
1920-12-01,1.543
1921-01-01,1.5
1921-02-01,1.416
1921-03-01,1.396
1921-04-01,1.34
1921-05-01,1.332
1921-06-01,1.321
1921-07-01,1.295
1921-08-01,1.263
1921-09-01,1.274
1921-10-01,1.335
1921-11-01,1.342
1921-12-01,1.381
1922-01-01,1.359
1922-02-01,1.303
1922-03-01,1.323
1922-04-01,1.335
1922-05-01,1.358
1922-06-01,1.356
1922-07-01,1.375
1922-08-01,1.34
1922-09-01,1.374
1922-10-01,1.442
1922-11-01,1.44
1922-12-01,1.518
1923-01-01,1.506
1923-02-01,1.456
1923-03-01,1.428
1923-04-01,1.413
1923-05-01,1.4
1923-06-01,1.381
1923-07-01,1.407
1923-08-01,1.388
1923-09-01,1.436
1923-10-01,1.457
1923-11-01,1.471
1923-12-01,1.568
1924-01-01,1.506
1924-02-01,1.451
1924-03-01,1.469
1924-04-01,1.479
1924-05-01,1.465
1924-06-01,1.52
1924-07-01,1.552
1924-08-01,1.568
1924-09-01,1.657
1924-10-01,1.662
1924-11-01,1.711
1924-12-01,1.797
1925-01-01,1.659
1925-02-01,1.604
1925-03-01,1.591
1925-04-01,1.588
1925-05-01,1.58
1925-06-01,1.591
1925-07-01,1.593
1925-08-01,1.619
1925-09-01,1.684
1925-10-01,1.731
1925-11-01,1.738
1925-12-01,1.808
1926-01-01,1.683
1926-02-01,1.633
1926-03-01,1.651
1926-04-01,1.617
1926-05-01,1.643
1926-06-01,1.653
1926-07-01,1.66
1926-08-01,1.663
1926-09-01,1.708
1926-10-01,1.732
1926-11-01,1.743
1926-12-01,1.802
1927-01-01,1.676
1927-02-01,1.623
1927-03-01,1.635
1927-04-01,1.653
1927-05-01,1.668
1927-06-01,1.692
1927-07-01,1.738
1927-08-01,1.721
1927-09-01,1.748
1927-10-01,1.795
1927-11-01,1.855
1927-12-01,1.931
1928-01-01,1.815
1928-02-01,1.748
1928-03-01,1.705
1928-04-01,1.73
1928-05-01,1.726
1928-06-01,1.685
1928-07-01,1.697
1928-08-01,1.653
1928-09-01,1.731
1928-10-01,1.79
1928-11-01,1.763
1928-12-01,1.906
1929-01-01,1.764
1929-02-01,1.698
1929-03-01,1.671
1929-04-01,1.653
1929-05-01,1.643
1929-06-01,1.638
1929-07-01,1.707
1929-08-01,1.69
1929-09-01,1.777
1929-10-01,1.8
1929-11-01,1.889
1929-12-01,1.902
1930-01-01,1.733
1930-02-01,1.649
1930-03-01,1.668
1930-04-01,1.701
1930-05-01,1.675
1930-06-01,1.703
1930-07-01,1.72
1930-08-01,1.678
1930-09-01,1.732
1930-10-01,1.766
1930-11-01,1.75
1930-12-01,1.837
1931-01-01,1.766
1931-02-01,1.666
1931-03-01,1.647
1931-04-01,1.657
1931-05-01,1.682
1931-06-01,1.675
1931-07-01,1.687
1931-08-01,1.645
1931-09-01,1.682
1931-10-01,1.693
1931-11-01,1.653
1931-12-01,1.62
1932-01-01,1.415
1932-02-01,1.404
1932-03-01,1.389
1932-04-01,1.394
1932-05-01,1.48
1932-06-01,1.355
1932-07-01,1.398
1932-08-01,1.456
1932-09-01,1.523
1932-10-01,1.62
1932-11-01,1.674
1932-12-01,1.746
1933-01-01,1.665
1933-02-01,1.326
1933-03-01,1.804
1933-04-01,1.58
1933-05-01,1.555
1933-06-01,1.568
1933-07-01,1.598
1933-08-01,1.65
1933-09-01,1.738
1933-10-01,1.83
1933-11-01,1.844
1933-12-01,1.913
1934-01-01,2.124
1934-02-01,2.121
1934-03-01,2.432
1934-04-01,2.569
1934-05-01,2.616
1934-06-01,2.652
1934-07-01,2.727
1934-08-01,2.787
1934-09-01,2.772
1934-10-01,2.833
1934-11-01,2.878
1934-12-01,2.955
1935-01-01,3.009
1935-02-01,3.124
1935-03-01,3.052
1935-04-01,3.057
1935-05-01,3.263
1935-06-01,3.39
1935-07-01,3.419
1935-08-01,3.569
1935-09-01,3.59
1935-10-01,3.732
1935-11-01,3.918
1935-12-01,3.969
1936-01-01,3.895
1936-02-01,3.889
1936-03-01,3.687
1936-04-01,3.642
1936-05-01,3.841
1936-06-01,3.704
1936-07-01,4.029
1936-08-01,3.757
1936-09-01,3.43
1936-10-01,3.58
1936-11-01,3.703
1936-12-01,3.681
1937-01-01,3.596
1937-02-01,3.59
1937-03-01,3.136
1937-04-01,3.203
1937-05-01,2.854
1937-06-01,2.823
1937-07-01,2.813
1937-08-01,2.706
1937-09-01,2.836
1937-10-01,2.925
1937-11-01,2.934
1937-12-01,2.972
1938-01-01,3.044
1938-02-01,3.045
1938-03-01,3.114
1938-04-01,3.478
1938-05-01,3.769
1938-06-01,3.956
1938-07-01,4.122
1938-08-01,4.099
1938-09-01,4.121
1938-10-01,4.342
1938-11-01,4.469
1938-12-01,4.533
1939-01-01,4.543
1939-02-01,4.429
1939-03-01,4.48
1939-04-01,4.818
1939-05-01,5.043
1939-06-01,5.085
1939-07-01,5.232
1939-08-01,5.374
1939-09-01,5.844
1939-10-01,6.084
1939-11-01,5.999
1939-12-01,5.973
1940-01-01,6.116
1940-02-01,6.184
1940-03-01,6.263
1940-04-01,6.455
1940-05-01,6.673
1940-06-01,6.97
1940-07-01,7.075
1940-08-01,6.877
1940-09-01,7.019
1940-10-01,7.233
1940-11-01,7.302
1940-12-01,7.27
1941-01-01,7.281
1941-02-01,7.018
1941-03-01,6.991
1941-04-01,6.774
1941-05-01,6.812
1941-06-01,6.566
1941-07-01,6.504
1941-08-01,6.401
1941-09-01,6.537
1941-10-01,6.519
1941-11-01,5.685
1941-12-01,5.622
1942-01-01,5.599
1942-02-01,5.54
1942-03-01,5.455
1942-04-01,5.236
1942-05-01,5.148
1942-06-01,5.183
1942-07-01,4.915
1942-08-01,5.058
1942-09-01,5.16
1942-10-01,5.424
1942-11-01,5.559
1942-12-01,5.792
1943-01-01,5.75
1943-02-01,5.454
1943-03-01,5.608
1943-04-01,5.434
1943-05-01,5.058
1943-06-01,5.195
1943-07-01,5.117
1943-08-01,5.199
1943-09-01,5.492
1943-10-01,5.152
1943-11-01,5.169
1943-12-01,5.411
1944-01-01,5.422
1944-02-01,5.178
1944-03-01,5.118
1944-04-01,5.05
1944-05-01,5.2
1944-06-01,5.488
1944-07-01,5.289
1944-08-01,5.262
1944-09-01,5.432
1944-10-01,5.584
1944-11-01,5.974
1944-12-01,5.951
1945-01-01,5.769
1945-02-01,5.658
1945-03-01,5.815
1945-04-01,5.774
1945-05-01,6.061
1945-06-01,6.123
1945-07-01,5.897
1945-08-01,6.09
1945-09-01,6.269
1945-10-01,6.4
1945-11-01,6.793
1945-12-01,6.927
1946-01-01,6.664
1946-02-01,6.403
1946-03-01,6.244
1946-04-01,6.187
1946-05-01,6.267
1946-06-01,6.271
1946-07-01,6.475
1946-08-01,6.507
1946-09-01,6.682
1946-10-01,6.743
1946-11-01,6.869
1946-12-01,7.17
1947-01-01,6.662
1947-02-01,6.613
1947-03-01,6.497
1947-04-01,6.47
1947-05-01,6.459
1947-06-01,6.564
1947-07-01,6.641
1947-08-01,6.68
1947-09-01,6.841
1947-10-01,6.938
1947-11-01,6.909
1947-12-01,7.149
1948-01-01,7.132
1948-02-01,6.798
1948-03-01,6.712
1948-04-01,6.666
1948-05-01,6.639
1948-06-01,6.768
1948-07-01,6.753
1948-08-01,6.822
1948-09-01,7.006
1948-10-01,6.857
1948-11-01,6.899
1948-12-01,7.038
1949-01-01,7.007
1949-02-01,6.787
1949-03-01,6.716
1949-04-01,6.628
1949-05-01,6.636
1949-06-01,6.702
1949-07-01,6.831
1949-08-01,6.897
1949-09-01,6.971
1949-10-01,6.908
1949-11-01,6.968
1949-12-01,7.119
1950-01-01,7.162
1950-02-01,6.917
1950-03-01,6.868
1950-04-01,6.794
1950-05-01,6.847
1950-06-01,7.012
1950-07-01,7.021
1950-08-01,6.997
1950-09-01,7.167
1950-10-01,7.22
1950-11-01,7.221
1950-12-01,7.652
1951-01-01,7.486
1951-02-01,7.224
1951-03-01,7.36
1951-04-01,7.438
1951-05-01,7.257
1951-06-01,7.471
1951-07-01,7.429
1951-08-01,7.39
1951-09-01,7.501
1951-10-01,7.685
1951-11-01,7.622
1951-12-01,7.944
1952-01-01,7.963
1952-02-01,7.671
1952-03-01,7.751
1952-04-01,7.562
1952-05-01,7.552
1952-06-01,7.742
1952-07-01,7.827
1952-08-01,7.74
1952-09-01,7.872
1952-10-01,7.871
1952-11-01,7.941
1952-12-01,8.266
1953-01-01,8.089
1953-02-01,7.873
1953-03-01,7.789
1953-04-01,7.664
1953-05-01,7.64
1953-06-01,7.843
1953-07-01,7.912
1953-08-01,7.91
1953-09-01,7.974
1953-10-01,7.999
1953-11-01,8.092
1953-12-01,8.285
1954-01-01,8.323
1954-02-01,7.932
1954-03-01,7.953
1954-04-01,7.884
1954-05-01,7.93
1954-06-01,8.125
1954-07-01,8.127
1954-08-01,8.21
1954-09-01,8.162
1954-10-01,8.316
1954-11-01,8.511
1954-12-01,8.665
1955-01-01,8.517
1955-02-01,8.326
1955-03-01,8.197
1955-04-01,8.266
1955-05-01,8.216
1955-06-01,8.256
1955-07-01,8.325
1955-08-01,8.281
1955-09-01,8.289
1955-10-01,8.343
1955-11-01,8.386
1955-12-01,8.63
1956-01-01,8.495
1956-02-01,8.275
1956-03-01,8.334
1956-04-01,8.283
1956-05-01,8.274
1956-06-01,8.441
1956-07-01,8.359
1956-08-01,8.33
1956-09-01,8.451
1956-10-01,8.38
1956-11-01,8.557
1956-12-01,8.81
1957-01-01,8.612
1957-02-01,8.356
1957-03-01,8.37
1957-04-01,8.402
1957-05-01,8.318
1957-06-01,8.419
1957-07-01,8.485
1957-08-01,8.391
1957-09-01,8.437
1957-10-01,8.433
1957-11-01,8.427
1957-12-01,8.783
1958-01-01,8.634
1958-02-01,8.451
1958-03-01,8.573
1958-04-01,8.611
1958-05-01,8.703
1958-06-01,8.871
1958-07-01,8.889
1958-08-01,8.869
1958-09-01,8.836
1958-10-01,8.813
1958-11-01,8.915
1958-12-01,9.2
1959-01-01,9.184
1959-02-01,8.939
1959-03-01,8.863
1959-04-01,8.987
1959-05-01,8.95
1959-06-01,8.962
1959-07-01,9.009
1959-08-01,8.968
1959-09-01,9.025
1959-10-01,9.068
1959-11-01,9.078
1959-12-01,9.38
1960-01-01,9.293
1960-02-01,8.925
1960-03-01,8.814
1960-04-01,8.833
1960-05-01,8.901
1960-06-01,8.982
1960-07-01,9.11
1960-08-01,9.116
1960-09-01,9.25
1960-10-01,9.267
1960-11-01,9.403
1960-12-01,9.712
1961-01-01,9.715
1961-02-01,9.401
1961-03-01,9.338
1961-04-01,9.341
1961-05-01,9.366
1961-06-01,9.54
1961-07-01,9.503
1961-08-01,9.611
1961-09-01,9.635
1961-10-01,9.752
1961-11-01,9.879
1961-12-01,10.169
1962-01-01,10.152
1962-02-01,9.756
1962-03-01,9.712
1962-04-01,9.805
1962-05-01,9.894
1962-06-01,9.927
1962-07-01,10.02
1962-08-01,10.025
1962-09-01,10.011
1962-10-01,10.173
1962-11-01,10.254
1962-12-01,10.614
1963-01-01,10.567
1963-02-01,10.216
1963-03-01,10.129
1963-04-01,10.264
1963-05-01,10.286
1963-06-01,10.357
1963-07-01,10.526
1963-08-01,10.366
1963-09-01,10.507
1963-10-01,10.54
1963-11-01,10.606
1963-12-01,11.145
1964-01-01,11.088
1964-02-01,10.644
1964-03-01,10.619
1964-04-01,10.755
1964-05-01,10.684
1964-06-01,10.846
1964-07-01,10.951
1964-08-01,10.91
1964-09-01,11.109
1964-10-01,11.168
1964-11-01,11.235
1964-12-01,11.646
1965-01-01,11.635
1965-02-01,11.312
1965-03-01,11.32
1965-04-01,11.477
1965-05-01,11.399
1965-06-01,11.585
1965-07-01,11.649
1965-08-01,11.564
1965-09-01,11.691
1965-10-01,11.757
1965-11-01,11.818
1965-12-01,12.361
1966-01-01,12.308
1966-02-01,11.994
1966-03-01,11.943
1966-04-01,12.149
1966-05-01,12.065
1966-06-01,12.219
1966-07-01,12.373
1966-08-01,12.078
1966-09-01,12.272
1966-10-01,12.195
1966-11-01,12.234
1966-12-01,12.682
1967-01-01,12.778
1967-02-01,12.449
1967-03-01,12.574
1967-04-01,12.631
1967-05-01,12.585
1967-06-01,12.806
1967-07-01,12.96
1967-08-01,12.913
1967-09-01,13.116
1967-10-01,13.204
1967-11-01,13.347
1967-12-01,13.694
1968-01-01,13.766
1968-02-01,13.487
1968-03-01,13.398
1968-04-01,13.492
1968-05-01,13.518
1968-06-01,13.614
1968-07-01,13.801
1968-08-01,13.765
1968-09-01,13.811
1968-10-01,13.981
1968-11-01,13.995
1968-12-01,14.463
1969-01-01,14.816
1969-02-01,14.208
1969-03-01,13.951
1969-04-01,14.053
1969-05-01,14.221
1969-06-01,14.097
1969-07-01,14.02
1969-08-01,14.049
1969-09-01,14.127
1969-10-01,14.075
1969-11-01,14.162
1969-12-01,14.636
1970-01-01,14.887
1970-02-01,14.345
1970-03-01,14.074
1970-04-01,14.425
1970-05-01,14.347
1970-06-01,14.422
1970-07-01,14.594
1970-08-01,14.702
1970-09-01,15.075
1970-10-01,15.138
1970-11-01,15.131
1970-12-01,15.644
1971-01-01,16.164
1971-02-01,15.707
1971-03-01,15.627
1971-04-01,15.754
1971-05-01,15.963
1971-06-01,15.958
1971-07-01,16.2
1971-08-01,16.2
1971-09-01,16.389
1971-10-01,16.337
1971-11-01,16.473
1971-12-01,16.84
1972-01-01,17.46
1972-02-01,17.017
1972-03-01,16.779
1972-04-01,17.119
1972-05-01,17.234
1972-06-01,17.283
1972-07-01,17.574
1972-08-01,17.659
1972-09-01,17.513
1972-10-01,17.869
1972-11-01,17.876
1972-12-01,18.288
1973-01-01,19.264
1973-02-01,18.44
1973-03-01,18.607
1973-04-01,18.861
1973-05-01,18.868
1973-06-01,18.701
1973-07-01,19.508
1973-08-01,19.214
1973-09-01,19.234
1973-10-01,19.567
1973-11-01,19.519
1973-12-01,19.915
1974-01-01,20.781
1974-02-01,19.944
1974-03-01,19.721
1974-04-01,20.362
1974-05-01,20.486
1974-06-01,20.44
1974-07-01,20.983
1974-08-01,20.627
1974-09-01,20.772
1974-10-01,20.938
1974-11-01,20.973
1974-12-01,21.629
1975-01-01,21.796
1975-02-01,21.076
1975-03-01,20.914
1975-04-01,21.332
1975-05-01,20.876
1975-06-01,21.302
1975-07-01,21.247
1975-08-01,20.969
1975-09-01,21.201
1975-10-01,21.105
1975-11-01,21.339
1975-12-01,21.887
1976-01-01,21.967
1976-02-01,21.096
1976-03-01,21.173
1976-04-01,21.424
1976-05-01,21.289
1976-06-01,21.307
1976-07-01,21.358
1976-08-01,21.426
1976-09-01,21.389
1976-10-01,21.491
1976-11-01,21.958
1976-12-01,22.186
1977-01-01,23.078
1977-02-01,21.679
1977-03-01,21.878
1977-04-01,22.246
1977-05-01,22.167
1977-06-01,22.17
1977-07-01,22.75
1977-08-01,22.741
1977-09-01,22.611
1977-10-01,23.053
1977-11-01,23.166
1977-12-01,23.724
1978-01-01,24.671
1978-02-01,23.552
1978-03-01,23.295
1978-04-01,23.849
1978-05-01,23.994
1978-06-01,24.13
1978-07-01,24.762
1978-08-01,24.407
1978-09-01,24.475
1978-10-01,24.959
1978-11-01,24.992
1978-12-01,25.132
1979-01-01,26.021
1979-02-01,24.38
1979-03-01,24.253
1979-04-01,24.682
1979-05-01,24.492
1979-06-01,24.514
1979-07-01,25.049
1979-08-01,24.842
1979-09-01,25.008
1979-10-01,25.708
1979-11-01,25.759
1979-12-01,26.437
1980-01-01,27.157
1980-02-01,25.772
1980-03-01,25.794
1980-04-01,26.159
1980-05-01,25.757
1980-06-01,25.894
1980-07-01,26.338
1980-08-01,26.269
1980-09-01,26.839
1980-10-01,27.168
1980-11-01,26.987
1980-12-01,26.758
1981-01-01,27.614
1981-02-01,25.863
1981-03-01,25.668
1981-04-01,26.818
1981-05-01,26.396
1981-06-01,26.292
1981-07-01,26.779
1981-08-01,26.515
1981-09-01,27.304
1981-10-01,27.081
1981-11-01,27.544
1981-12-01,28.22
1982-01-01,29.679
1982-02-01,27.576
1982-03-01,26.991
1982-04-01,27.886
1982-05-01,27.49
1982-06-01,27.853
1982-07-01,27.793
1982-08-01,27.773
1982-09-01,28.894
1982-10-01,29.373
1982-11-01,30.497
1982-12-01,31.297
1983-01-01,32.218
1983-02-01,30.325
1983-03-01,30.854
1983-04-01,32.017
1983-05-01,32.117
1983-06-01,32.636
1983-07-01,33.002
1983-08-01,33.211
1983-09-01,33.482
1983-10-01,33.84
1983-11-01,34.473
1983-12-01,35.017
1984-01-01,37.211
1984-02-01,34.001
1984-03-01,34.906
1984-04-01,35.894
1984-05-01,35.948
1984-06-01,36.176
1984-07-01,36.391
1984-08-01,35.295
1984-09-01,36.016
1984-10-01,35.309
1984-11-01,36.615
1984-12-01,38.06
1985-01-01,39.444
1985-02-01,36.037
1985-03-01,36.987
1985-04-01,37.662
1985-05-01,37.723
1985-06-01,39.36
1985-07-01,39.961
1985-08-01,39.384
1985-09-01,41.023
1985-10-01,40.61
1985-11-01,41.206
1985-12-01,45.082
1986-01-01,44.676
1986-02-01,40.517
1986-03-01,42.416
1986-04-01,43.829
1986-05-01,43.685
1986-06-01,46.063
1986-07-01,46.994
1986-08-01,46.701
1986-09-01,47.898
1986-10-01,47.392
1986-11-01,50.084
1986-12-01,53.916
1987-01-01,54.783
1987-02-01,51.385
1987-03-01,50.56
1987-04-01,52.648
1987-05-01,53.337
1987-06-01,52.971
1987-07-01,52.532
1987-08-01,52.293
1987-09-01,52.149
1987-10-01,52.788
1987-11-01,52.515
1987-12-01,54.351
1988-01-01,55.822
1988-02-01,51.099
1988-03-01,51.004
1988-04-01,54.537
1988-05-01,52.099
1988-06-01,54.057
1988-07-01,55.2
1988-08-01,53.81
1988-09-01,54.12
1988-10-01,53.326
1988-11-01,55.123
1988-12-01,56.439
1989-01-01,57.647
1989-02-01,50.829
1989-03-01,52.833
1989-04-01,54.4
1989-05-01,52.085
1989-06-01,53.218
1989-07-01,54.102
1989-08-01,52.495
1989-09-01,53.29
1989-10-01,53.47
1989-11-01,54.721
1989-12-01,56.878
1990-01-01,57.797
1990-02-01,52.179
1990-03-01,53.547
1990-04-01,56.411
1990-05-01,53.612
1990-06-01,55.394
1990-07-01,55.166
1990-08-01,54.412
1990-09-01,55.902
1990-10-01,54.414
1990-11-01,56.1
1990-12-01,60.211
1991-01-01,58.778
1991-02-01,54.385
1991-03-01,55.976
1991-04-01,58.749
1991-05-01,57.508
1991-06-01,58.764
1991-07-01,59.985
1991-08-01,58.2
1991-09-01,60.502
1991-10-01,59.444
1991-11-01,61.712
1991-12-01,66.31
1992-01-01,65.432
1992-02-01,61.891
1992-03-01,65.167
1992-04-01,68.094
1992-05-01,66.802
1992-06-01,67.887
1992-07-01,68.092
1992-08-01,68.442
1992-09-01,71.41
1992-10-01,71.555
1992-11-01,75.025
1992-12-01,76.507
1993-01-01,76.2
1993-02-01,73.305
1993-03-01,74.017
1993-04-01,76.852
1993-05-01,75.625
1993-06-01,78.145
1993-07-01,78.007
1993-08-01,78.14
1993-09-01,81.632
1993-10-01,82.412
1993-11-01,84.551
1993-12-01,86.774
1994-01-01,86.895
1994-02-01,83.265
1994-03-01,83.421
1994-04-01,85.798
1994-05-01,82.512
1994-06-01,83.527
1994-07-01,83.8
1994-08-01,82.24
1994-09-01,82.737
1994-10-01,82.14
1994-11-01,83.017
1994-12-01,83.75
1995-01-01,83.625
1995-02-01,78.853
1995-03-01,79.435
1995-04-01,81.234
1995-05-01,79.701
1995-06-01,81.064
1995-07-01,81.525
1995-08-01,81.719
1995-09-01,82.266
1995-10-01,82.098
1995-11-01,83.325
1995-12-01,85.741
1996-01-01,87.508
1996-02-01,82.049
1996-03-01,83.662
1996-04-01,85.153
1996-05-01,83.721
1996-06-01,84.43
1996-07-01,84.888
1996-08-01,83.901
1996-09-01,84.946
1996-10-01,83.432
1996-11-01,84.427
1996-12-01,88.439
1997-01-01,88.154
1997-02-01,83.541
1997-03-01,82.633
1997-04-01,85.006
1997-05-01,83.008
1997-06-01,82.967
1997-07-01,84.668
1997-08-01,83.948
1997-09-01,84.62
1997-10-01,83.486
1997-11-01,85.72
1997-12-01,88.743
1998-01-01,89.157
1998-02-01,83.165
1998-03-01,84.168
1998-04-01,85.567
1998-05-01,83.461
1998-06-01,84.68
1998-07-01,81.95
1998-08-01,82.147
1998-09-01,82.874
1998-10-01,81.668
1998-11-01,83.742
1998-12-01,86.063
1999-01-01,88.497
1999-02-01,83.439
1999-03-01,83.009
1999-04-01,82.631
1999-05-01,85.406
1999-06-01,84.679
1999-07-01,82.943
1999-08-01,82.211
1999-09-01,87.001
1999-10-01,89.013
1999-11-01,100.708
1999-12-01,115.375
2000-01-01,98.04
2000-02-01,82.241
2000-03-01,80.356
2000-04-01,81.623
2000-05-01,84.402
2000-06-01,83.561
2000-07-01,83.982
2000-08-01,82.636
2000-09-01,83.054
2000-10-01,82.453
2000-11-01,84.323
2000-12-01,85.689
2001-01-01,86.943
2001-02-01,80.459
2001-03-01,79.931
2001-04-01,80.487
2001-05-01,83.872
2001-06-01,82.759
2001-07-01,84.282
2001-08-01,83.186
2001-09-01,104.929
2001-10-01,90.355
2001-11-01,86.596
2001-12-01,89.502
2002-01-01,91.702
2002-02-01,87.769
2002-03-01,86.183
2002-04-01,87.036
2002-05-01,86.898
2002-06-01,85.49
2002-07-01,86.158
2002-08-01,85.773
2002-09-01,87.859
2002-10-01,88.67
2002-11-01,90.505
2002-12-01,93.749
2003-01-01,94.137
2003-02-01,90.573
2003-03-01,89.677
2003-04-01,91.003
2003-05-01,91.834
2003-06-01,91.392
2003-07-01,93.983
2003-08-01,95.221
2003-09-01,95.299
2003-10-01,94.345
2003-11-01,95.689
2003-12-01,96.807
2004-01-01,97.727
2004-02-01,94.178
2004-03-01,93.995
2004-04-01,95.541
2004-05-01,95.832
2004-06-01,96.359
2004-07-01,96.152
2004-08-01,95.485
2004-09-01,98.38
2004-10-01,96.034
2004-11-01,97.088
2004-12-01,96.579
2005-01-01,99.931
2005-02-01,96.092
2005-03-01,94.937
2005-04-01,95.735
2005-05-01,94.494
2005-06-01,95.441
2005-07-01,96.143
2005-08-01,95.501
2005-09-01,98.052
2005-10-01,96.277
2005-11-01,97.575
2005-12-01,97.619
2006-01-01,101.184
2006-02-01,94.828
2006-03-01,93.612
2006-04-01,93.793
2006-05-01,94.209
2006-06-01,94.537
2006-07-01,94.72
2006-08-01,93.752
2006-09-01,94.521
2006-10-01,92.377
2006-11-01,94.774
2006-12-01,94.649
2007-01-01,98.511
2007-02-01,92.469
2007-03-01,91.587
2007-04-01,91.83
2007-05-01,92.618
2007-06-01,93.432
2007-07-01,94.417
2007-08-01,95.625
2007-09-01,94.598
2007-10-01,91.881
2007-11-01,95.717
2007-12-01,95.19
2008-01-01,99.328
2008-02-01,94.331
2008-03-01,95.079
2008-04-01,92.991
2008-05-01,95.821
2008-06-01,93.822
2008-07-01,97.746
2008-08-01,96.498
2008-09-01,159.66
2008-10-01,342.158
2008-11-01,675.7
2008-12-01,873.682
2009-01-01,911.498
2009-02-01,743.913
2009-03-01,814.92
2009-04-01,932.324
2009-05-01,946.319
2009-06-01,848.944
2009-07-01,840.709
2009-08-01,871.502
2009-09-01,962.483
2009-10-01,1104.588
2009-11-01,1185.071
2009-12-01,1179.706
2010-01-01,1158.18
2010-02-01,1271.343
2010-03-01,1222.18
2010-04-01,1158.259
2010-05-01,1150.24
2010-06-01,1137.433
2010-07-01,1130.245
2010-08-01,1123.518
2010-09-01,1086.044
2010-10-01,1082.588
2010-11-01,1078.928
2010-12-01,1116.705
2011-01-01,1148.166
2011-02-01,1301.994
2011-03-01,1475.466
2011-04-01,1570.951
2011-05-01,1628.112
2011-06-01,1703.361
2011-07-01,1736.804
2011-08-01,1705.943
2011-09-01,1678.296
2011-10-01,1680.546
2011-11-01,1631.751
2011-12-01,1636.613
2012-01-01,1655.5
2012-02-01,1700.283
2012-03-01,1639.39
2012-04-01,1625.833
2012-05-01,1589.233
2012-06-01,1593.398
2012-07-01,1621.076
2012-08-01,1612.408
2012-09-01,1552.424
2012-10-01,1560.975
2012-11-01,1585.921
2012-12-01,1602.018
2013-01-01,1670.87
2013-02-01,1760.994
2013-03-01,1851.039
2013-04-01,1921.157
2013-05-01,2015.271
2013-06-01,2093.101
2013-07-01,2183.984
2013-08-01,2283.562
2013-09-01,2368.56
2013-10-01,2462.828
2013-11-01,2552.321
2013-12-01,2574.862
2014-01-01,2590.765
2014-02-01,2679.698
2014-03-01,2713.932
2014-04-01,2747.556
2014-05-01,2718.78
2014-06-01,2752.297
2014-07-01,2796.005
2014-08-01,2874.45
2014-09-01,2849.185
2014-10-01,2790.705
2014-11-01,2612.059
2014-12-01,2698.681
2015-01-01,2777.622
2015-02-01,2576.208
2015-03-01,2779.51
2015-04-01,2785.017
2015-05-01,2660.472
2015-06-01,2650.104
2015-07-01,2693.291
2015-08-01,2695.696
2015-09-01,2735.756
2015-10-01,2754.599
2015-11-01,2698.727
2015-12-01,2529.019
2016-01-01,2456.624
2016-02-01,2539.93
2016-03-01,2544.908
2016-04-01,2526.029
2016-05-01,2474.878
2016-06-01,2457.557
2016-07-01,2404.219
2016-08-01,2449.713
2016-09-01,2353.288
2016-10-01,2184.637
2016-11-01,2239.409
2016-12-01,2136.532
2017-01-01,2186.477
2017-02-01,2330.765
2017-03-01,2418.574
2017-04-01,2375.251
2017-05-01,2319.827
2017-06-01,2312.237
2017-07-01,2322.067
2017-08-01,2436.837
2017-09-01,2386.209
2017-10-01,2342.394
2017-11-01,2414.085
2017-12-01,2349.734
2018-01-01,2312.682
2018-02-01,2335.209
2018-03-01,2262.219
2018-04-01,2178.805
2018-05-01,2116.374
2018-06-01,2087.293
2018-07-01,2045.242
2018-08-01,2005.998
2018-09-01,1965.11
2018-10-01,1927.761
2018-11-01,1877.052
2018-12-01,1793.277
2019-01-01,1733.478
2019-02-01,1739.618
2019-03-01,1754.49
2019-04-01,1653.769
2019-05-01,1607.027
2019-06-01,1630.039
2019-07-01,1609.369
2019-08-01,1617.423
2019-09-01,1526.528
2019-10-01,1574.079
2019-11-01,1629.659
